File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Read length	Run type	Library fragmentation method	Library size range	Biosample Age	Biological replicate	Technical replicate	Size	Lab	md5sum	File download URL	Assembly	Platform
ENCFF001OCF	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	372972774	John Stamatoyannopoulos, UW	89495b3b633b14efaed1a0e9ecf18140	https://www.encodeproject.org/files/ENCFF001OCF/@@download/ENCFF001OCF.fastq.gz		Genome Analyzer IIx
ENCFF001PCK	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			2	1	70550918	John Stamatoyannopoulos, UW	8c7b9ed65287ca20821fd5896bb7662a	https://www.encodeproject.org/files/ENCFF001PCK/@@download/ENCFF001PCK.fastq.gz		
ENCFF001PDC	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	1	1645376305	John Stamatoyannopoulos, UW	615c7e7d3d33e05d91d767acc013c304	https://www.encodeproject.org/files/ENCFF001PDC/@@download/ENCFF001PDC.fastq.gz		
ENCFF001OCH	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	257938902	John Stamatoyannopoulos, UW	329ea587b2c7dfbebb26e22882f895c2	https://www.encodeproject.org/files/ENCFF001OCH/@@download/ENCFF001OCH.fastq.gz	mm9	Genome Analyzer IIx
ENCFF001OCI	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	310845071	John Stamatoyannopoulos, UW	4dbce29e0074b445c0ef3957ec010f21	https://www.encodeproject.org/files/ENCFF001OCI/@@download/ENCFF001OCI.fastq.gz	mm9	Genome Analyzer IIx
ENCFF001OCM	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	269592770	John Stamatoyannopoulos, UW	0625910d9dee152822a1b79b23ea2269	https://www.encodeproject.org/files/ENCFF001OCM/@@download/ENCFF001OCM.fastq.gz	mm9	Genome Analyzer IIx
ENCFF001OCN	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	142297530	John Stamatoyannopoulos, UW	f52b973b66b81ec2b45ada15fcf31578	https://www.encodeproject.org/files/ENCFF001OCN/@@download/ENCFF001OCN.fastq.gz	mm9	Genome Analyzer IIx
ENCFF001OCR	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	358476482	John Stamatoyannopoulos, UW	42c2793f0918edb75a99dfb949a36be3	https://www.encodeproject.org/files/ENCFF001OCR/@@download/ENCFF001OCR.fastq.gz	mm9	Genome Analyzer IIx
ENCFF001OCW	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	586519895	John Stamatoyannopoulos, UW	04fae22cef134eb97794137ef6bdc155	https://www.encodeproject.org/files/ENCFF001OCW/@@download/ENCFF001OCW.fastq.gz	mm9	Genome Analyzer IIx
ENCFF001ODC	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	576310566	John Stamatoyannopoulos, UW	64b000cbb6009f210186b0270c568bab	https://www.encodeproject.org/files/ENCFF001ODC/@@download/ENCFF001ODC.fastq.gz	mm9	Genome Analyzer IIx
ENCFF001OCJ	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	259366152	John Stamatoyannopoulos, UW	fc794d20242df45cecae0385ba9f45f4	https://www.encodeproject.org/files/ENCFF001OCJ/@@download/ENCFF001OCJ.fastq.gz	mm9	Genome Analyzer IIx
ENCFF001OCK	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	267262502	John Stamatoyannopoulos, UW	9026d665e43bd703d82fd5cf93a7c306	https://www.encodeproject.org/files/ENCFF001OCK/@@download/ENCFF001OCK.fastq.gz	mm9	Genome Analyzer IIx
ENCFF001OCP	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	319409176	John Stamatoyannopoulos, UW	810373fa6a6c1c4a5bf80ff535de39f8	https://www.encodeproject.org/files/ENCFF001OCP/@@download/ENCFF001OCP.fastq.gz	mm9	Genome Analyzer IIx
ENCFF001OCS	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	365811357	John Stamatoyannopoulos, UW	aa95327d269104744aaf3f706d8e02eb	https://www.encodeproject.org/files/ENCFF001OCS/@@download/ENCFF001OCS.fastq.gz	mm9	Genome Analyzer IIx
ENCFF001OCV	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	571490790	John Stamatoyannopoulos, UW	03d7aa8e93c67dee047bd226ef2d9b6d	https://www.encodeproject.org/files/ENCFF001OCV/@@download/ENCFF001OCV.fastq.gz	mm9	Genome Analyzer IIx
ENCFF001OCL	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	271007307	John Stamatoyannopoulos, UW	37dd9ad79307ad250995090ff3f7ed4b	https://www.encodeproject.org/files/ENCFF001OCL/@@download/ENCFF001OCL.fastq.gz	mm9	Genome Analyzer IIx
ENCFF001ODB	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	572949678	John Stamatoyannopoulos, UW	62911eeffa918edafcf07199c6843972	https://www.encodeproject.org/files/ENCFF001ODB/@@download/ENCFF001ODB.fastq.gz	mm9	Genome Analyzer IIx
ENCFF001OCT	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	364154728	John Stamatoyannopoulos, UW	672687fbc1c4d226796e494875f83244	https://www.encodeproject.org/files/ENCFF001OCT/@@download/ENCFF001OCT.fastq.gz	mm9	Genome Analyzer IIx
ENCFF001OCU	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	557470530	John Stamatoyannopoulos, UW	c1b203b860b7f9b8397c9c85651178b2	https://www.encodeproject.org/files/ENCFF001OCU/@@download/ENCFF001OCU.fastq.gz	mm9	Genome Analyzer IIx
ENCFF001OCX	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	597099871	John Stamatoyannopoulos, UW	88002a496c1a0e1e60aa4f0c0e41a0c7	https://www.encodeproject.org/files/ENCFF001OCX/@@download/ENCFF001OCX.fastq.gz	mm9	Genome Analyzer IIx
ENCFF001OCQ	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	342570093	John Stamatoyannopoulos, UW	5c7f3e82775cca3ab4d86a5688094da6	https://www.encodeproject.org/files/ENCFF001OCQ/@@download/ENCFF001OCQ.fastq.gz	mm9	Genome Analyzer IIx
ENCFF001ODD	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	542588786	John Stamatoyannopoulos, UW	11d8c3b3ba832c5b4c638a0cdf3b97e4	https://www.encodeproject.org/files/ENCFF001ODD/@@download/ENCFF001ODD.fastq.gz	mm9	Genome Analyzer IIx
ENCFF001OCG	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	245565514	John Stamatoyannopoulos, UW	9edad0b50e8742a049e34b81179eec22	https://www.encodeproject.org/files/ENCFF001OCG/@@download/ENCFF001OCG.fastq.gz	mm9	Genome Analyzer IIx
ENCFF001OCO	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	317178576	John Stamatoyannopoulos, UW	2ae56a9ca68709862af67a583a5299ea	https://www.encodeproject.org/files/ENCFF001OCO/@@download/ENCFF001OCO.fastq.gz	mm9	Genome Analyzer IIx
ENCFF001OCY	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	490619352	John Stamatoyannopoulos, UW	40d519ed64cde2b8a3f4cd024aa73988	https://www.encodeproject.org/files/ENCFF001OCY/@@download/ENCFF001OCY.fastq.gz	mm9	Genome Analyzer IIx
ENCFF001OCZ	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	525797687	John Stamatoyannopoulos, UW	8e9817066450ac8c213611293f0c478c	https://www.encodeproject.org/files/ENCFF001OCZ/@@download/ENCFF001OCZ.fastq.gz	mm9	Genome Analyzer IIx
ENCFF001ODA	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	567678612	John Stamatoyannopoulos, UW	6a397ff48b3b69cabedac15b4a0f6db8	https://www.encodeproject.org/files/ENCFF001ODA/@@download/ENCFF001ODA.fastq.gz	mm9	Genome Analyzer IIx
ENCFF001PCN	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			2	1	130879108	John Stamatoyannopoulos, UW	3a976154ee9a5ea4596184aafa9e1c6d	https://www.encodeproject.org/files/ENCFF001PCN/@@download/ENCFF001PCN.fastq.gz	mm9	
ENCFF001PCL	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			2	1	125712888	John Stamatoyannopoulos, UW	ca428acfa5710aa9a7852c18bec9a124	https://www.encodeproject.org/files/ENCFF001PCL/@@download/ENCFF001PCL.fastq.gz	mm9	
ENCFF001PCO	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			2	1	133956657	John Stamatoyannopoulos, UW	1ed9ab0a53fba5b82cc9d69d27fd4124	https://www.encodeproject.org/files/ENCFF001PCO/@@download/ENCFF001PCO.fastq.gz	mm9	
ENCFF001PCQ	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			2	1	111496602	John Stamatoyannopoulos, UW	470465e6137a9416183cd203f40e9e5b	https://www.encodeproject.org/files/ENCFF001PCQ/@@download/ENCFF001PCQ.fastq.gz	mm9	
ENCFF001PCP	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			2	1	641880536	John Stamatoyannopoulos, UW	425b671365ab6d581787e8ddf3d234d3	https://www.encodeproject.org/files/ENCFF001PCP/@@download/ENCFF001PCP.fastq.gz	mm9	
ENCFF001PCM	fastq	reads	ENCSR000CMJ	DNase-seq	NTR:0000693	3134	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			2	1	127441037	John Stamatoyannopoulos, UW	5e0e6e887f403adffe981a02cec8556d	https://www.encodeproject.org/files/ENCFF001PCM/@@download/ENCFF001PCM.fastq.gz	mm9	
ENCFF001OIP	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	1	146917351	John Stamatoyannopoulos, UW	c23a2297c2b8256e471baba2ca3c919c	https://www.encodeproject.org/files/ENCFF001OIP/@@download/ENCFF001OIP.fastq.gz		
ENCFF001OIQ	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	3256912134	John Stamatoyannopoulos, UW	cdcb341b628c4b03b8a12445c93b91b7	https://www.encodeproject.org/files/ENCFF001OIQ/@@download/ENCFF001OIQ.fastq.gz		HiSeq 2000
ENCFF001PMF	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE							2	1	146917351	John Stamatoyannopoulos, UW	ff8423cd41635ecc3aff8cf7f86a8d3c	https://www.encodeproject.org/files/ENCFF001PMF/@@download/ENCFF001PMF.fastq.gz		
ENCFF001PMV	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	1	1473451580	John Stamatoyannopoulos, UW	78339e0a3bcde6f930864f852253d198	https://www.encodeproject.org/files/ENCFF001PMV/@@download/ENCFF001PMV.fastq.gz		
ENCFF001OJA	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	587010067	John Stamatoyannopoulos, UW	5cbd3db8d9c8212033ffadf615a7cb2e	https://www.encodeproject.org/files/ENCFF001OJA/@@download/ENCFF001OJA.fastq.gz	mm9	HiSeq 2000
ENCFF001OIS	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	581208714	John Stamatoyannopoulos, UW	ddff16c37897363b9fdf90c009320109	https://www.encodeproject.org/files/ENCFF001OIS/@@download/ENCFF001OIS.fastq.gz	mm9	HiSeq 2000
ENCFF001OIT	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	611098765	John Stamatoyannopoulos, UW	ffab9adce460a22b5c3709ba8fa1a080	https://www.encodeproject.org/files/ENCFF001OIT/@@download/ENCFF001OIT.fastq.gz	mm9	HiSeq 2000
ENCFF001OIV	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	593279265	John Stamatoyannopoulos, UW	ec0f2f16f6d0a8390081d97db556c2b2	https://www.encodeproject.org/files/ENCFF001OIV/@@download/ENCFF001OIV.fastq.gz	mm9	HiSeq 2000
ENCFF001OIW	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	621620963	John Stamatoyannopoulos, UW	5da7758625368400539289fcc24aa1a9	https://www.encodeproject.org/files/ENCFF001OIW/@@download/ENCFF001OIW.fastq.gz	mm9	HiSeq 2000
ENCFF001OJC	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	592740301	John Stamatoyannopoulos, UW	887de81cf7f6b5d9ea4ebd987bd7375d	https://www.encodeproject.org/files/ENCFF001OJC/@@download/ENCFF001OJC.fastq.gz	mm9	HiSeq 2000
ENCFF001OIU	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	605004277	John Stamatoyannopoulos, UW	9d4ef8d2a4b999093c6d1c87803d209c	https://www.encodeproject.org/files/ENCFF001OIU/@@download/ENCFF001OIU.fastq.gz	mm9	HiSeq 2000
ENCFF001OIX	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	589083421	John Stamatoyannopoulos, UW	b7718d66ef6b403586a3b4895b26c431	https://www.encodeproject.org/files/ENCFF001OIX/@@download/ENCFF001OIX.fastq.gz	mm9	HiSeq 2000
ENCFF001OIZ	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	601632312	John Stamatoyannopoulos, UW	11ba6e09face4bfbe498488cd4a3f4d6	https://www.encodeproject.org/files/ENCFF001OIZ/@@download/ENCFF001OIZ.fastq.gz	mm9	HiSeq 2000
ENCFF001OJE	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	600104072	John Stamatoyannopoulos, UW	79f4c839bdc1f169ce5d25cbba8ba185	https://www.encodeproject.org/files/ENCFF001OJE/@@download/ENCFF001OJE.fastq.gz	mm9	HiSeq 2000
ENCFF001OJF	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	593363413	John Stamatoyannopoulos, UW	0d00ca4017be3163d0308f227494315e	https://www.encodeproject.org/files/ENCFF001OJF/@@download/ENCFF001OJF.fastq.gz	mm9	HiSeq 2000
ENCFF001OJG	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	621610077	John Stamatoyannopoulos, UW	5d75fb7bf6f05b4688f19afcd70d021e	https://www.encodeproject.org/files/ENCFF001OJG/@@download/ENCFF001OJG.fastq.gz	mm9	HiSeq 2000
ENCFF001OJM	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	623648652	John Stamatoyannopoulos, UW	4e68aeeadaea232742148fb9b84e8079	https://www.encodeproject.org/files/ENCFF001OJM/@@download/ENCFF001OJM.fastq.gz	mm9	HiSeq 2000
ENCFF001OJP	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	599108915	John Stamatoyannopoulos, UW	eebcf3a0e950ef305eda4d748657dc45	https://www.encodeproject.org/files/ENCFF001OJP/@@download/ENCFF001OJP.fastq.gz	mm9	HiSeq 2000
ENCFF001OJR	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	618355798	John Stamatoyannopoulos, UW	bae0dc62ce669e245d17ecb5d0995b8e	https://www.encodeproject.org/files/ENCFF001OJR/@@download/ENCFF001OJR.fastq.gz	mm9	HiSeq 2000
ENCFF001OJD	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	615401023	John Stamatoyannopoulos, UW	735bc0c93c6521bce39e9d331543c17e	https://www.encodeproject.org/files/ENCFF001OJD/@@download/ENCFF001OJD.fastq.gz	mm9	HiSeq 2000
ENCFF001OJK	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	602555474	John Stamatoyannopoulos, UW	56613e73f9f40a9b2659fd4edc38dba0	https://www.encodeproject.org/files/ENCFF001OJK/@@download/ENCFF001OJK.fastq.gz	mm9	HiSeq 2000
ENCFF001OJL	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	597343456	John Stamatoyannopoulos, UW	bed12c5c591a0d7e6a85e3ea723e3a3f	https://www.encodeproject.org/files/ENCFF001OJL/@@download/ENCFF001OJL.fastq.gz	mm9	HiSeq 2000
ENCFF001OJN	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	591813368	John Stamatoyannopoulos, UW	8d5c09dba7276a9701bc9fe3e352f488	https://www.encodeproject.org/files/ENCFF001OJN/@@download/ENCFF001OJN.fastq.gz	mm9	HiSeq 2000
ENCFF001OJW	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	568026409	John Stamatoyannopoulos, UW	99df8d2f6a61d05de4af7a79977acdae	https://www.encodeproject.org/files/ENCFF001OJW/@@download/ENCFF001OJW.fastq.gz	mm9	HiSeq 2000
ENCFF001OIR	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	297185072	John Stamatoyannopoulos, UW	b256381e623b12d6d1244106e5c98831	https://www.encodeproject.org/files/ENCFF001OIR/@@download/ENCFF001OIR.fastq.gz	mm9	HiSeq 2000
ENCFF001OJB	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	618775487	John Stamatoyannopoulos, UW	e40900259651256bc9f2452680b29a06	https://www.encodeproject.org/files/ENCFF001OJB/@@download/ENCFF001OJB.fastq.gz	mm9	HiSeq 2000
ENCFF001OJH	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	24183613	John Stamatoyannopoulos, UW	4017883e023f262942b32106dbb0da87	https://www.encodeproject.org/files/ENCFF001OJH/@@download/ENCFF001OJH.fastq.gz	mm9	HiSeq 2000
ENCFF001OJJ	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	612080894	John Stamatoyannopoulos, UW	1ad7f4e3d93e43b9e6c9626895078c10	https://www.encodeproject.org/files/ENCFF001OJJ/@@download/ENCFF001OJJ.fastq.gz	mm9	HiSeq 2000
ENCFF001OJT	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	608821693	John Stamatoyannopoulos, UW	05ca69892e33be49011b3b601a609d6c	https://www.encodeproject.org/files/ENCFF001OJT/@@download/ENCFF001OJT.fastq.gz	mm9	HiSeq 2000
ENCFF001OJU	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	595151330	John Stamatoyannopoulos, UW	e8f6769773a7ffa5fa5bd83f921bbd18	https://www.encodeproject.org/files/ENCFF001OJU/@@download/ENCFF001OJU.fastq.gz	mm9	HiSeq 2000
ENCFF001OIY	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	618406115	John Stamatoyannopoulos, UW	ca9cf5bffda9cdf2e6c9a280d0205e33	https://www.encodeproject.org/files/ENCFF001OIY/@@download/ENCFF001OIY.fastq.gz	mm9	HiSeq 2000
ENCFF001OJO	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	621683598	John Stamatoyannopoulos, UW	c83f8c85cac5643e5769996bc35916f6	https://www.encodeproject.org/files/ENCFF001OJO/@@download/ENCFF001OJO.fastq.gz	mm9	HiSeq 2000
ENCFF001OJQ	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	592729268	John Stamatoyannopoulos, UW	c02f0fb8873e9dc8d6e26af18583e945	https://www.encodeproject.org/files/ENCFF001OJQ/@@download/ENCFF001OJQ.fastq.gz	mm9	HiSeq 2000
ENCFF001OJS	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	574153383	John Stamatoyannopoulos, UW	85def314fdfd9fd05c02eabefdfcb6d8	https://www.encodeproject.org/files/ENCFF001OJS/@@download/ENCFF001OJS.fastq.gz	mm9	HiSeq 2000
ENCFF001OJI	fastq	reads	ENCSR000CNE	DNase-seq	UBERON:0000948	heart	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document		8 week	1	2	582178376	John Stamatoyannopoulos, UW	a53d3f1c01bacbbb006f84cb3a6d07c5	https://www.encodeproject.org/files/ENCFF001OJI/@@download/ENCFF001OJI.fastq.gz	mm9	HiSeq 2000
